"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","sqft_living15","sqft_lot15","Age","Renovated"
"17307",1205000,4,2.75,2470,5500,1,0,3,3,9,1570,900,1620,5500,64,1
"17308",580000,3,1.75,1970,5100,1,0,0,3,7,1130,840,1250,4080,116,1
"17309",518000,4,2.5,2070,10244,1,0,0,3,8,1370,700,2070,9683,55,0
"17310",147500,3,1.75,1010,6552,1,0,0,3,7,1010,0,1010,6552,55,0
"17311",555000,4,2.25,2220,8125,1,0,0,4,8,1450,770,1980,8700,59,0
"17312",427500,2,2,1090,934,3,0,0,3,8,1090,0,1090,1376,16,0
"17313",1735000,3,2.5,4310,32093,1.5,0,4,5,10,2510,1800,3810,26400,42,0
"17314",265950,3,2.5,1490,3840,2,0,0,3,7,1490,0,2060,4384,22,0
"17315",247500,2,1,700,6046,1,0,0,3,6,700,0,990,6790,74,0
"17316",244000,4,1,1450,8960,1,0,0,3,6,1450,0,1160,7680,81,0
"17317",578550,3,2.5,2120,6602,2,0,0,4,8,2120,0,2330,7795,35,0
"17318",451000,4,2.5,1670,3315,2,0,0,3,7,1670,0,1650,2051,19,0
"17319",489000,2,1.75,1810,4220,2,0,0,3,8,1810,0,1350,4479,20,0
"17320",190000,2,1,710,1164794,1,0,0,2,5,710,0,1680,16730,109,0
"17321",475000,3,3,2540,18900,1,0,0,3,7,1580,960,2270,16000,46,0
"17322",485000,3,2,1420,4080,1.5,0,0,3,7,1420,0,1420,4590,119,1
"17323",530000,3,2.75,2440,45738,2,0,0,3,8,1840,600,2440,189100,37,0
"17324",379000,4,2.5,2570,10155,2,0,0,3,9,2570,0,2770,10155,30,0
"17325",1629000,5,2.5,3090,16583,2,0,0,4,9,3090,0,3740,17853,60,0
"17326",739000,3,1.75,2050,5160,1.5,0,0,4,8,1300,750,2220,5960,98,0
"17327",189950,3,1,920,6460,1,0,0,5,6,920,0,920,4770,55,0
"17328",637500,4,3,2320,4468,2,0,0,3,8,2160,160,2330,3541,25,0
"17329",2225000,3,3,3450,16740,1,0,4,4,9,1960,1490,3220,12528,75,1
"17330",209950,3,1,1660,8800,1,0,0,4,7,960,700,1370,10112,61,0
"17331",460000,3,1,1130,7000,1,0,0,3,6,830,300,1050,7000,80,0
"17332",543500,4,2.5,2550,5835,2,0,0,3,8,2550,0,2420,5817,26,0
"17333",376000,4,2.75,2420,5773,2,0,0,3,8,2420,0,2420,6200,19,0
"17334",430000,3,2.25,1470,1703,2,0,0,3,8,1470,0,1380,1107,19,0
"17335",515000,4,2.5,2030,39049,1,0,0,4,7,1530,500,2400,14605,71,0
"17336",580000,7,2.75,2310,2400,1.5,0,0,3,6,2310,0,1340,3825,109,0
"17337",6e+05,5,3.5,3370,16846,2,0,1,3,9,2650,720,3330,13000,26,0
"17338",476800,3,1.75,1900,43700,1.5,0,0,4,6,1900,0,2070,43995,105,0
"17339",815000,3,1.5,1940,3570,2,0,0,4,8,1740,200,1580,3570,108,0
"17340",455600,3,2.5,2420,8252,2,0,0,3,7,2420,0,2420,5818,26,0
"17341",270000,3,1,1010,9514,1,0,0,3,7,1010,0,1010,9514,55,0
"17342",1200000,5,4,2710,2800,3,0,0,3,10,2380,330,1530,3600,50,1
"17343",525000,2,1.5,1340,3600,1.5,0,0,3,7,1340,0,1340,3600,121,0
"17344",242000,3,1.75,1310,9645,1,0,0,3,7,1310,0,1440,9893,45,0
"17345",715000,4,2.5,2650,30500,1,0,0,4,8,1680,970,2650,30500,64,0
"17346",475000,3,2.75,1890,3938,2,0,0,3,8,1890,0,1890,4142,25,0
"17347",370000,4,3,2580,5511,2,0,0,3,8,2580,0,2010,5600,25,0
"17348",788600,4,2.75,3500,7200,2,0,0,3,9,3500,0,3920,7666,19,0
"17349",160000,2,1,1040,13100,1,0,0,5,6,1040,0,910,5080,112,0
"17350",8e+05,5,1.75,1930,501376,2,0,0,3,7,1930,0,1710,87120,94,0
"17351",520000,4,3,2190,5085,2,0,0,4,8,2190,0,2130,5142,32,0
"17352",725000,3,1.75,1530,4000,2,0,0,3,8,1530,0,2140,5000,39,0
"17353",335000,4,1,1480,6500,1.5,0,0,4,7,1480,0,2380,6000,110,0
"17354",919000,4,2.5,3620,17133,1,0,4,3,10,2220,1400,3530,17026,31,0
"17355",425000,3,2.75,3370,13929,2,0,0,3,9,2650,720,2150,14048,38,0
"17356",420000,5,2.5,2100,14395,1,0,0,3,7,1140,960,1830,8700,41,0
"17357",905000,4,3,3370,47959,2,0,0,4,10,3370,0,3370,38896,43,0
"17358",435000,2,1,2240,7200,1,0,0,4,7,1120,1120,1390,6000,84,0
"17359",438000,3,2.5,1650,3031,2,0,0,3,7,1650,0,1560,3070,21,0
"17360",725000,4,2.75,2630,7505,2,0,0,3,8,2630,0,2670,7506,30,0
"17361",840000,4,1.75,2330,4000,2,0,0,5,8,1300,1030,2040,4000,100,0
"17362",425500,3,2.5,1970,2752,2,0,0,3,8,1970,0,1850,2778,46,0
"17363",853505,3,2.5,2820,14890,1,0,4,3,9,1770,1050,3740,14890,39,0
"17364",398000,2,1,590,10945,1.5,0,0,3,5,590,0,2020,15180,41,0
"17365",418500,3,2.5,2060,4399,2,0,0,3,7,2060,0,2060,4399,17,0
"17366",826000,3,1.5,1890,5000,1.5,0,0,3,9,1890,0,2560,5000,95,0
"17367",742000,4,2.5,2810,10986,2,0,0,3,10,2810,0,3540,10986,27,0
"17368",180000,4,1,1470,18581,1.5,0,0,3,6,1470,0,1770,18581,100,0
"17369",286000,4,1.75,2190,8400,2,0,0,2,8,2190,0,2410,7700,46,0
"17370",421200,3,2.5,1440,3060,2,0,0,3,7,1440,0,1650,3060,21,0
"17371",390000,3,3,2480,14141,1,0,0,3,8,1500,980,2480,10667,30,0
"17372",739000,4,2.5,2780,6737,2,0,0,3,9,2780,0,2750,7950,22,0
"17373",499900,4,3,2180,12196,2,0,0,4,7,2180,0,1500,6534,56,0
"17374",670000,3,2.25,3340,13805,1,0,0,3,8,3340,0,2060,12304,74,1
"17375",842500,3,2.25,2560,3996,1.5,0,0,3,8,2150,410,2970,4320,114,0
"17376",492500,2,2.25,1600,80400,2,0,0,4,7,1600,0,1600,198414,46,0
"17377",836500,3,2.5,2230,7200,3,0,3,3,9,2230,0,2230,7200,28,0
"17378",334000,2,1,900,1818,2,0,0,4,7,900,0,1570,1830,79,0
"17379",179900,3,1,1010,9920,1,0,0,3,6,1010,0,1270,9680,47,0
"17380",563000,3,2,1580,5289,1,0,0,3,7,870,710,1310,5535,84,0
"17381",310000,3,2.5,1890,6300,2,0,0,3,7,1890,0,2100,6525,21,0
"17382",335000,4,2.25,2160,8817,1,0,0,3,7,1460,700,1880,8817,59,0
"17383",499950,4,2.25,2160,8817,1,0,0,3,7,1460,700,1880,8817,59,0
"17384",658500,2,1,1410,5101,1.5,0,0,3,8,1410,0,1410,4224,97,0
"17385",297000,2,1.5,1430,1650,3,0,0,3,7,1430,0,1430,1650,25,0
"17386",725000,6,1.75,2380,4080,2,0,0,3,8,2380,0,2030,4080,107,0
"17387",780000,3,2.25,2206,82031,1,0,2,3,6,866,1340,2590,53024,41,0
"17388",252500,3,1,1030,6127,1,0,0,3,7,880,150,1610,6127,77,0
"17389",330000,3,2.5,1070,1155,2,0,0,3,7,720,350,1120,2594,19,0
"17390",525000,3,2.5,2320,9610,1,0,0,3,9,1730,590,2450,9608,34,0
"17391",365000,2,1.75,1270,7500,1,0,0,4,7,1270,0,1280,7500,42,0
"17392",5e+05,4,3,2570,9104,2,0,2,3,7,2570,0,1630,4950,94,0
"17393",179950,3,1,920,4875,1,0,0,5,6,920,0,960,5200,55,0
"17394",440000,3,2,1790,32379,1,0,0,3,7,1790,0,2290,43560,17,0
"17395",145000,1,0.75,480,9750,1,0,0,2,4,480,0,1550,9924,76,0
"17396",331000,4,3,2483,5701,2,0,0,3,8,2483,0,2075,5720,19,0
"17397",780000,3,2.25,2140,3000,2,0,0,3,9,2140,0,1430,4712,119,1
"17398",855000,3,1.75,1900,4000,1,0,0,3,7,1300,600,1880,4000,59,0
"17399",225000,3,2.25,1650,7739,1,0,0,3,8,1290,360,1650,6033,38,0
"17400",199000,3,1,1510,9100,1,0,0,3,7,1510,0,1180,7220,58,0
"17401",550000,3,1.75,2910,35200,1.5,0,0,3,8,2910,0,2590,37500,45,0
"17402",1425000,4,4.25,4960,6000,2.5,0,0,3,11,3680,1280,2160,4080,115,1
"17403",805000,3,2,2710,4500,1.5,0,0,4,8,1880,830,2060,4500,95,0
"17404",261000,3,1.5,1810,29308,1,0,0,3,7,950,860,1790,37531,41,0
"17405",347000,3,1,940,9198,1,0,0,3,7,940,0,1430,8370,56,0
"17406",390000,3,2.25,1600,10240,1,0,0,3,7,1090,510,1520,9394,45,0
"17407",436000,4,2.5,2640,3899,2,0,0,3,7,2640,0,2460,4057,24,0
"17408",1802750,5,3.25,3890,20005,1,0,0,3,10,2260,1630,3450,20176,47,0
"17409",557000,3,2.5,1630,1587,3,0,0,3,8,1630,0,1500,1527,20,0
"17410",135000,3,1,830,9600,1,0,0,3,7,830,0,1240,9198,65,0
"17411",425000,3,2.5,1800,14036,2,0,0,3,8,1800,0,2450,14025,31,0
"17412",648752,3,2.25,2060,9953,1,0,0,5,8,1070,990,2340,9600,60,0
"17413",1388000,4,3,4040,20001,1,0,0,3,9,2020,2020,2990,20098,52,1
"17414",630100,4,2.75,1910,11356,1,0,0,5,7,1160,750,1770,11357,47,0
"17415",739000,4,2.5,2800,246114,2,0,0,3,9,2800,0,2750,60351,25,0
"17416",269000,3,1.5,1320,2625,2,0,0,3,7,1320,0,1230,5250,38,0
"17417",250000,3,1,1220,5038,1,0,0,5,6,1220,0,1140,5038,82,0
"17418",475000,5,2.75,3100,5298,2,0,0,3,7,3100,0,2440,5250,17,0
"17419",290000,1,1,550,5700,1,0,0,2,6,550,0,1100,4560,108,0
"17420",219000,3,1,1080,10639,1.5,0,0,3,7,1080,0,1470,10600,71,0
"17421",416000,2,1,880,6650,1,0,0,5,6,880,0,1250,6650,106,0
"17422",179000,2,1,720,8914,1,0,0,3,6,720,0,1100,8916,75,0
"17423",302000,4,2.75,2030,9120,1,0,0,4,7,2030,0,1790,7627,36,0
"17424",565000,4,2,2040,8281,2,0,1,3,7,2040,0,2560,8281,63,0
"17425",281700,3,1,1570,8316,1,0,0,3,7,1070,500,2030,8295,62,0
"17426",480000,2,1,1500,3420,1,0,0,3,7,1500,0,2050,3420,122,0
"17427",775000,4,2.5,3180,15358,2,0,0,3,9,3180,0,3020,15522,36,0
"17428",375000,3,1.75,1260,11224,1,0,0,5,7,1260,0,1570,11052,77,0
"17429",345000,3,1.5,1390,13860,2,0,0,3,7,1390,0,1390,11860,45,0
"17430",3e+05,3,3,2850,9375,1,0,0,3,8,2240,610,1800,9375,47,0
"17431",364950,4,2.5,2070,2992,2,0,0,3,8,2070,0,1900,2957,22,0
"17432",410000,3,3.25,2650,7819,1,0,2,4,8,1760,890,2400,7727,68,0
"17433",231000,3,1.75,1220,8817,1,0,0,3,7,1220,0,2000,8028,46,0
"17434",445000,3,2,1630,8702,1,0,0,3,9,1630,0,2250,9890,37,0
"17435",530000,2,2.5,1785,779,2,0,0,3,7,1595,190,1780,794,49,0
"17436",353500,3,2.5,1260,972,2,0,0,3,8,840,420,1270,925,16,0
"17437",209950,3,1.5,1380,11130,1,0,0,3,7,1380,0,1380,9200,64,0
"17438",650000,3,1.75,2330,7200,1,0,0,4,8,1320,1010,1820,7200,74,0
"17439",325000,2,1,840,4239,1,0,0,3,7,840,0,1120,4494,76,0
"17440",257000,3,2.25,1730,9516,1,0,0,3,8,1180,550,1870,8165,46,0
"17441",337000,4,2.5,2230,5970,2,0,0,4,7,2230,0,1970,4919,22,0
"17442",541000,3,2.5,1790,4038,2,0,0,3,8,1790,0,1700,3365,19,0
"17443",577500,3,2.5,2280,10879,2,0,0,3,9,2280,0,2400,9536,40,0
"17444",560000,3,2.5,2430,5128,1,0,1,3,8,1270,1160,2510,5330,46,0
"17445",979700,5,3,3730,5500,1.5,0,0,3,7,2160,1570,1890,5500,97,0
"17446",750000,5,3,2230,8560,1,0,0,3,8,1150,1080,2040,8560,64,1
"17447",407500,2,1,770,2971,1,0,2,3,7,770,0,1440,4000,101,0
"17448",530000,4,1.75,1814,5000,1,0,0,4,7,944,870,1290,5000,73,0
"17449",235000,4,1.75,1920,9350,1,0,0,4,7,1000,920,1910,8400,47,0
"17450",715000,4,2.5,1860,3840,1.5,0,0,3,7,1170,690,1400,3840,96,1
"17451",795000,5,3,2750,10000,1,0,0,4,7,1730,1020,2520,10000,67,0
"17452",465000,4,2.5,1930,9653,1,0,0,4,9,1930,0,2100,10454,56,0
"17453",287600,3,2.5,1950,8251,2,0,0,3,7,1950,0,1540,8588,34,0
"17454",630000,6,3,2470,9328,2,0,0,3,8,2470,0,2470,9454,42,0
"17455",445000,3,2.25,1630,6449,1,0,0,3,7,1310,320,1620,7429,38,0
"17456",490000,4,2.25,2110,16200,1,0,0,3,8,1630,480,2370,16000,46,0
"17457",565000,3,1.75,1490,5000,1,0,1,3,8,1250,240,1980,5000,70,0
"17458",330000,3,2.5,1740,1844,2,0,0,3,8,1320,420,1740,1789,16,0
"17459",463000,4,2.75,1900,6000,1,0,2,3,7,1300,600,2230,6000,63,0
"17460",1870000,5,4,4510,15175,2,0,0,3,10,4510,0,3510,13500,55,1
"17461",219500,3,1,1090,6710,1.5,0,0,5,5,1090,0,1170,6708,112,0
"17462",622200,3,1.75,1720,7200,1,0,0,3,7,1420,300,1380,8000,65,0
"17463",474800,2,3.25,1400,1243,3,0,0,3,8,1400,0,1400,1335,24,0
"17464",465000,4,2.5,2090,9702,1,0,0,5,7,1320,770,1850,7200,59,0
"17465",389950,3,1.75,1580,9049,1,0,0,3,8,1580,0,2100,8446,58,0
"17466",650000,4,2.5,2620,19864,2,0,0,4,8,2620,0,2500,13285,40,0
"17467",395000,3,2,1500,2506,1,0,0,3,7,870,630,1500,4662,21,0
"17468",304500,4,2.5,2030,5202,2,0,0,3,8,2030,0,2260,5232,23,0
"17469",307000,3,1,1020,8484,1,0,0,3,6,1020,0,1180,9660,75,0
"17470",485000,3,2.5,1540,7120,1,0,0,3,7,770,770,1000,6638,86,1
"17471",1562000,5,3,3910,16200,1,0,0,4,9,2890,1020,3620,16200,64,0
"17472",650500,5,4.25,3920,11412,2,0,0,3,7,3920,0,1400,9750,69,1
"17473",960000,4,2.5,3180,10105,2,0,0,4,9,3180,0,2670,10355,38,0
"17474",710000,3,2.5,2330,9160,2,0,0,3,9,2330,0,2460,9160,27,0
"17475",540000,3,2.5,2600,23361,1.5,1,4,3,8,2150,450,1700,14700,112,0
"17476",601000,4,1.75,1950,4200,1,0,0,5,7,1040,910,1450,5000,73,0
"17477",463828,5,1.75,3250,13702,1,0,2,3,8,1650,1600,2620,11328,59,0
"17478",293000,4,1,1130,8308,1.5,0,0,4,6,1130,0,1130,8652,80,0
"17479",597500,3,2.5,2620,4800,2,0,0,3,7,2620,0,2400,4756,22,0
"17480",240000,2,1,1120,45302,1,0,2,4,5,1120,0,2150,101930,92,0
"17481",284000,3,1.75,1800,23103,1,0,0,3,7,1800,0,1410,18163,56,0
"17482",440000,4,1.75,2180,10200,1,0,2,3,8,2000,180,2590,10445,58,0
"17483",340000,3,1.75,1960,8136,1,0,0,3,7,980,980,1070,7480,76,0
"17484",363000,3,1.75,1960,8136,1,0,0,3,7,980,980,1070,7480,76,0
"17485",270000,2,1,1150,3600,1,0,0,3,6,1150,0,1160,4000,114,0
"17486",365000,4,2.5,2800,6820,2,0,0,4,7,2800,0,2060,6820,27,0
"17487",428000,3,2,1310,2550,1,0,0,3,7,780,530,1460,5100,38,0
"17488",6e+05,3,1.75,2340,57499,1,0,0,3,8,2340,0,3260,137649,36,0
"17489",405000,3,2.5,1430,10200,1,0,0,3,7,1430,0,1470,10350,64,0
"17490",339900,4,2.5,2340,9748,1,0,1,3,8,1610,730,2070,8241,43,0
"17491",275000,3,1,1290,11250,1,0,0,3,7,1290,0,1410,11196,68,0
"17492",361600,2,1,760,6380,1,0,0,3,6,760,0,1590,6380,83,0
"17493",325000,6,2,2780,13950,2.5,0,0,4,7,2780,0,2120,13950,69,1
"17494",1050000,3,2,2090,4077,1.5,0,0,4,8,1530,560,2010,4132,93,0
"17495",959750,4,3,3060,50002,1,0,2,4,8,2460,600,2740,16181,67,0
"17496",210000,3,1,1110,7962,1,0,0,3,7,1110,0,1200,8094,62,0
"17497",258000,3,2,1790,7879,1.5,0,0,3,7,1790,0,1790,7879,26,0
"17498",468000,3,1.5,1830,9848,1,0,0,5,7,1830,0,1830,8168,62,0
"17499",710000,4,3.5,2850,2910,2,0,2,3,8,1970,880,1460,3880,119,1
"17500",268000,3,1,1420,6000,1,0,0,3,6,1420,0,1480,6000,83,0
"17501",115000,2,1,790,7252,1,0,0,3,5,790,0,1260,11470,94,0
"17502",5e+05,3,2.5,2300,4307,2,0,0,3,8,2300,0,2010,4307,26,0
"17503",431000,3,2.5,2440,71002,1,0,0,4,9,2440,0,3170,84000,28,0
"17504",241500,3,2,1310,7349,1,0,0,3,7,870,440,1690,6580,29,0
"17505",3e+05,3,1,1380,12000,1,0,0,3,7,1380,0,1890,22001,61,0
"17506",982000,4,2.5,2790,10289,2,0,0,3,9,2790,0,2650,10126,37,0
"17507",248500,3,2.5,1360,7293,2,0,0,3,8,1360,0,1540,7353,36,0
"17508",665000,4,2.5,2510,5936,2,0,0,3,9,2510,0,2760,6060,26,0
"17509",1215000,3,3,4560,16339,2,0,2,3,10,4040,520,2620,11561,23,0
"17510",380000,2,1,780,3910,1,0,0,3,6,780,0,1500,5060,106,0
"17511",220000,3,2,1410,7998,1,0,0,4,7,1410,0,1780,8278,84,0
"17512",631500,4,2,2530,5650,1.5,0,0,4,8,1910,620,1310,5750,114,0
"17513",386100,3,2,1270,6760,1,0,0,5,7,1270,0,1550,5734,52,0
"17514",1050000,4,4.5,3180,4606,2,0,3,4,9,1990,1190,2110,5323,95,0
"17515",650000,2,1.75,1450,4000,1.5,0,0,4,7,1350,100,1310,4000,121,0
"17516",545000,4,1.75,2040,53578,1,0,0,5,7,1160,880,2040,53578,65,0
"17517",870000,4,2.5,2650,12001,2,0,0,4,9,2650,0,2880,14054,40,0
"17518",380000,3,1.75,1240,8611,1,0,0,4,7,1240,0,1700,8037,51,0
"17519",265000,2,1,820,8423,1,0,2,3,6,820,0,1960,9140,67,0
"17520",645500,2,1,1890,5202,1.5,0,0,4,7,1890,0,1670,5100,115,0
"17521",570000,3,2,1270,3090,2,0,0,5,7,1270,0,1440,3090,113,0
"17522",1200000,4,2.5,3350,11688,1,0,2,3,10,1760,1590,4240,10804,29,0
"17523",605000,2,1,1550,3200,1.5,0,0,3,8,1550,0,1800,3937,97,0
"17524",199500,3,1,920,9812,1,0,0,4,7,920,0,1188,9812,62,0
"17525",445000,2,1,950,4800,1,0,0,3,6,950,0,1420,5400,83,0
"17526",495000,4,1.75,2040,3570,1,0,0,4,7,1020,1020,1790,4206,107,0
"17527",594000,4,1.75,1870,5200,2,0,0,4,7,1200,670,1790,5000,87,0
"17528",465000,3,1.75,1720,5280,1,0,0,4,8,900,820,1600,6000,81,0
"17529",160000,2,1,1020,13647,1,0,0,5,6,1020,0,980,8250,109,1
"17530",340000,4,2.5,2690,6099,2,0,0,3,9,2690,0,2520,6168,26,0
"17531",870000,4,2,3090,41147,1,0,0,3,7,3090,0,3300,34280,34,0
"17532",249000,3,1.5,1070,5150,1,0,0,4,6,1070,0,1020,4800,84,0
"17533",5e+05,4,2.25,2050,7201,2,0,0,3,8,2050,0,1970,7350,30,0
"17534",220000,3,1.5,1660,15600,2,0,0,3,7,1660,0,1660,14400,43,0
"17535",368500,5,1.75,2810,9360,1,0,0,4,7,1520,1290,1770,9360,59,0
"17536",439950,4,2.25,2460,14600,1,0,0,4,8,1720,740,2460,14600,47,0
"17537",179900,3,1.75,1230,12000,1,0,0,3,6,1230,0,1550,12000,54,0
"17538",490000,4,2.5,2360,4367,2,0,0,3,8,2360,0,2360,4868,21,0
"17539",425000,4,1.75,1730,11890,1,0,0,2,7,980,750,2100,12325,69,0
"17540",533300,4,2.5,2770,21806,2,0,0,3,9,2770,0,2500,21656,33,0
"17541",447500,4,2,1770,3332,2,0,0,3,7,1630,140,1640,4000,100,1
"17542",768000,5,2.75,3030,13640,2,0,0,4,8,3030,0,2500,13225,44,0
"17543",285000,3,1.75,2380,6000,1.5,0,0,3,7,1320,1060,1290,6000,89,0
"17544",336900,3,1.75,1780,120661,1,0,0,4,6,1780,0,1440,25000,45,0
"17545",415000,4,1.5,1540,7886,2,0,0,3,7,1540,0,1550,7396,57,0
"17546",5e+05,3,2.25,1580,4379,2,0,0,4,8,1580,0,1770,4187,30,0
"17547",337000,4,2.5,3200,5772,2,0,0,3,8,3200,0,3010,5772,21,0
"17548",419950,4,2.5,2220,6800,2,0,0,3,7,2220,0,2220,5303,22,0
"17549",290000,4,2.75,2240,8162,2,0,0,5,7,1380,860,1550,8163,78,0
"17550",349950,2,1.75,1640,4176,1,0,0,4,7,1040,600,1460,5200,76,0
"17551",330000,3,1.5,1170,4950,1,0,0,4,7,1170,0,1570,7700,64,0
"17552",965000,4,2.25,3160,34560,1,0,0,4,10,3160,0,3530,38045,43,0
"17553",515000,3,2.5,2100,7851,2,0,0,3,8,2100,0,2100,8187,38,0
"17554",665000,4,2.5,2600,17388,2,0,0,3,9,2600,0,2950,11553,28,0
"17555",265000,3,1.75,1630,5999,1.5,0,0,4,7,1630,0,1540,7500,39,0
"17556",545400,3,2,2850,19200,1,0,3,3,8,2340,510,2860,18240,20,0
"17557",350000,4,3,2560,5606,2,0,0,3,9,2560,0,2667,7334,20,0
"17558",260000,2,1.5,980,1296,2,0,0,3,7,840,140,1100,1228,23,0
"17559",2510000,3,3.25,5480,57990,2,1,4,3,11,5480,0,2500,22954,33,0
"17560",355000,3,2,2160,8091,1.5,0,0,3,8,2160,0,2190,8297,24,0
"17561",879000,3,3,3030,5156,1.5,0,0,4,9,2080,950,1910,5720,95,0
"17562",833000,4,3.5,3560,7178,2,0,3,3,10,2590,970,3290,6978,18,0
"17563",261590,2,1,760,6407,1,0,0,3,6,760,0,1050,8580,81,0
"17564",512500,3,3,2260,2400,2,0,0,3,7,2260,0,1320,2790,115,1
"17565",6e+05,2,1.75,1560,3200,1,0,0,5,7,880,680,2060,4940,78,0
"17566",417500,5,3,2270,6664,1,0,0,3,7,1340,930,1870,6187,29,0
"17567",970000,5,3,3480,15185,2,0,0,4,8,3480,0,3030,14257,60,0
"17568",316000,3,2.25,1900,7479,2,0,0,4,7,1900,0,1520,6559,32,0
"17569",397500,4,3,2350,9952,1,0,0,3,9,1650,700,2440,9100,35,0
"17570",1350000,3,2.5,2390,5500,1,0,3,3,9,1700,690,2700,5500,72,0
"17571",840000,4,2.5,3730,9847,2,0,0,3,10,3730,0,3490,10219,27,0
"17572",270000,2,1,1780,81021,1,0,3,4,9,1780,0,1780,26723,70,0
"17573",312900,4,2.5,1630,4473,2,0,0,3,7,1630,0,1830,5082,21,0
"17574",325000,2,1,1130,6908,1.5,0,0,3,6,1130,0,1150,6908,79,0
"17575",680000,3,1.75,2140,3584,1,0,0,3,7,1070,1070,1620,4000,72,0
"17576",763000,4,2.5,3220,7873,2,0,0,3,10,3220,0,2610,8023,30,0
"17577",375000,1,1,800,533610,1.5,0,0,5,5,800,0,1790,216057,74,0
"17578",475000,3,2.5,1800,3300,2,0,0,3,7,1690,110,1570,4097,20,0
"17579",219000,2,2.5,809,940,2,0,0,3,7,809,0,1260,4240,21,0
"17580",415000,3,2.25,1820,9694,1,0,0,3,7,1240,580,1820,9694,47,0
"17581",90000,2,1,580,7500,1,0,0,3,5,580,0,1700,11250,81,0
"17582",220000,2,1,580,7500,1,0,0,3,5,580,0,1700,11250,81,0
"17583",616000,3,2,2900,5650,1,0,2,3,8,1520,1380,1810,6250,65,0
"17584",269500,2,1,1140,74052,1,0,0,4,6,1140,0,1730,43560,56,0
"17585",395350,2,1,1060,5754,1,0,0,4,6,1060,0,1460,7200,107,0
"17586",770000,4,3,2320,7200,1,0,0,3,7,1260,1060,1760,7200,81,1
"17587",840000,4,2.5,3450,43216,2,0,0,3,9,3450,0,3030,50481,24,0
"17588",428950,2,1,1760,4441,1,0,0,3,8,1310,450,1350,5748,74,0
"17589",8e+05,4,3.75,3370,6766,2,0,0,3,9,3370,0,3530,6766,19,0
"17590",401000,4,1,1940,5753,1.5,0,0,3,7,1940,0,2170,6075,77,0
"17591",303697,4,2,2520,7334,1,0,0,3,7,1600,920,2040,7937,69,0
"17592",355000,3,1,1360,8968,1,0,0,3,7,1360,0,1490,7355,68,0
"17593",350000,2,1,800,5040,1,0,0,3,6,800,0,1020,5040,64,0
"17594",754999,4,2.5,3010,9323,2,0,0,3,10,3010,0,2840,8413,32,0
"17595",982218,3,1.75,2340,5500,2,0,2,3,9,2340,0,2830,5500,36,0
"17596",406500,3,2,1780,8621,1,0,0,3,8,1780,0,2470,8542,32,0
"17597",1650000,4,3.25,4200,210394,2,0,0,4,10,4200,0,2370,184694,31,0
"17598",565000,2,1.75,1720,3000,1,0,0,5,7,860,860,1360,4500,99,0
"17599",160000,2,1,830,4500,1,0,0,3,6,830,0,1092,5350,104,0
"17600",220000,3,1,1090,6320,1,0,0,3,6,890,200,1460,7080,70,0
"17601",1284000,5,4.25,5040,9466,2,0,0,3,11,5040,0,4300,9417,20,0
"17602",970000,5,2.75,3500,5040,2,0,2,3,9,2950,550,1450,5040,97,1
"17603",115000,3,1,1080,6250,1,0,0,2,5,1080,0,1070,6250,74,0
"17604",124000,3,1,1080,6250,1,0,0,2,5,1080,0,1070,6250,74,0
"17605",157000,3,1,1080,6250,1,0,0,2,5,1080,0,1070,6250,74,0
"17606",183000,3,1,870,5200,1,0,0,5,6,870,0,870,5200,55,0
"17607",527000,4,2.5,2830,6163,2,0,0,3,9,2830,0,2730,6202,24,0
"17608",407193,4,2,1880,14653,2,0,0,3,8,1880,0,1750,14858,46,0
"17609",970000,4,2.75,3600,5040,2,0,0,3,9,2610,990,1590,5040,20,0
"17610",535000,4,2.5,2340,5600,2,0,0,3,7,2340,0,1310,5600,103,1
"17611",245000,3,2,2040,13125,1,0,0,3,6,810,1230,1460,10582,114,0
"17612",337000,3,1.75,1310,12750,1,0,0,3,7,1310,0,1790,13500,31,0
"17613",630000,3,2,1470,6000,1,0,0,3,8,1090,380,1880,7799,74,1
"17614",320000,3,1.75,1370,9900,1,0,0,4,7,1370,0,1490,9600,41,0
"17615",228500,3,1,1080,7486,1.5,0,0,3,6,990,90,1170,7800,82,0
"17616",293000,3,2.5,1990,7577,2,0,0,3,7,1990,0,1900,7152,34,0
"17617",447000,3,1,1310,7000,1,0,0,4,7,1310,0,1280,7300,66,0
"17618",226500,3,1.75,1640,10762,1,0,0,3,7,1130,510,1680,10259,36,0
"17619",436000,3,2.25,1770,8000,1,0,0,4,7,1350,420,1850,7875,48,0
"17620",451000,3,2.5,2050,4876,2,0,0,3,8,2050,0,2320,4065,19,0
"17621",315000,3,1,1170,62290,2,0,0,3,5,1170,0,1810,42173,38,0
"17622",450000,2,1,1340,7250,1,0,0,4,7,1340,0,1450,7026,73,0
"17623",635000,3,1.5,2240,5300,1,0,0,5,7,1120,1120,1740,7110,69,0
"17624",292500,2,1,880,17743,1,0,0,4,5,880,0,1217,13000,73,0
"17625",329900,3,2.5,2170,4905,2,0,0,3,8,2170,0,2300,4935,20,0
"17626",531000,2,1.5,1260,6660,1.5,0,0,4,7,1260,0,2140,4770,98,0
